cod_muni;municipio;cod_depto;departamento;provincia;rc_total;rc_externa;rmbc;muni_conmutados;terri_funcional;muni_priori178;muni_muestra178
73622;Roncesvalles;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73624;Rovira;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73671;Saldaña;73;Tolima;Suroriente;1;1;0;0;Ninguno;Ninguno;0
73675;San Antonio;73;Tolima;Sur;1;1;0;0;Ninguno;Ninguno;0
73678;San Luis;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73686;Santa Isabel;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73770;Suárez;73;Tolima;Suroriente;1;1;0;0;Ninguno;Ninguno;0
73854;Valle De San Juan;73;Tolima;Ibague;1;1;0;0;Ninguno;Ninguno;0
73861;Venadillo;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73870;Villahermosa;73;Tolima;Nevados;1;1;0;0;Ninguno;Ninguno;0
73873;Villarrica;73;Tolima;Oriente;1;1;0;0;Ninguno;Ninguno;0
76001;Cali;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76020;Alcala;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76036;Andalucía;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76041;Ansermanuevo;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76054;Argelia;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76100;Bolívar;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76109;Buenaventura;76;Valle Del Cauca;Occidente;0;0;0;0;Ninguno;Ninguno;0
76111;Buga;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76113;Bugalagrande;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76122;Caicedonia;76;Valle Del Cauca;Oriente;0;0;0;0;Ninguno;Ninguno;0
76126;Calima;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76130;Candelaria;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76147;Cartago;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76233;Dagua;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76243;El Águila;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76246;El Cairo;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76248;El Cerrito;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76250;El Dovio;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76275;Florida;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76306;Ginebra;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76318;Guacarí;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76364;Jamundí;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76377;La Cumbre;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76400;La Unión;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76403;La Victoria;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76497;Obando;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76520;Palmira;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76563;Pradera;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76606;Restrepo;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76616;Riofrio;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76622;Roldanillo;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76670;San Pedro;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76736;Sevilla;76;Valle Del Cauca;Oriente;0;0;0;0;Ninguno;Ninguno;0
76823;Toro;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76828;Trujillo;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76834;Tuluá;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76845;Ulloa;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76863;Versalles;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
76869;Vijes;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76890;Yotoco;76;Valle Del Cauca;Centro;0;0;0;0;Ninguno;Ninguno;0
76892;Yumbo;76;Valle Del Cauca;Sur;0;0;0;0;Ninguno;Ninguno;0
76895;Zarzal;76;Valle Del Cauca;Norte;0;0;0;0;Ninguno;Ninguno;0
81001;Arauca;81;Arauca;Arauca;0;0;0;0;Ninguno;Ninguno;0
81065;Arauquita;81;Arauca;Arauca;0;0;0;0;Ninguno;Ninguno;0
81220;Cravo Norte;81;Arauca;Arauca;0;0;0;0;Ninguno;Ninguno;0
81300;Fortul;81;Arauca;Arauca;0;0;0;0;Ninguno;Ninguno;0
81591;Puerto Rondón;81;Arauca;Arauca;0;0;0;0;Ninguno;Ninguno;0
81736;Saravena;81;Arauca;Arauca;0;0;0;0;Ninguno;Ninguno;0
81794;Tame;81;Arauca;Arauca;0;0;0;0;Ninguno;Ninguno;0
85001;Yopal;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85010;Aguazul;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85015;Chameza;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85125;Hato Corozal;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85136;La Salina;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85139;Maní;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85162;Monterrey;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85225;Nunchía;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85230;Orocué;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85250;Paz De Ariporo;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85263;Pore;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85279;Recetor;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85300;Sabanalarga;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85315;Sácama;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85325;San Luis De Palenque;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85400;Támara;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85410;Tauramena;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85430;Trinidad;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
85440;Villanueva;85;Casanare;Casanare;0;0;0;0;Ninguno;Ninguno;0
86001;Mocoa;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86219;Colón;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86320;Orito;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86568;Puerto Asis;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86569;Puerto Caicedo;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86571;Puerto Guzman;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86573;Puerto Leguizamo;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86749;Sibundoy;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86755;San Francisco;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86757;San Miguel;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86760;Santiago;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86865;Valle Del Guamuez;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
86885;Villa Garzon;86;Putumayo;Putumayo;0;0;0;0;Ninguno;Ninguno;0
88001;San Andres;88;Archipielago De San Andres;Archipielago De San Andres;0;0;0;0;Ninguno;Ninguno;0
88564;Providencia Y Santa Catalina;88;Archipielago De San Andres;Archipielago De San Andres;0;0;0;0;Ninguno;Ninguno;0
91001;Leticia;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91263;El Encanto;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91405;La Chorrera;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91407;La Pedrera;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91430;La Victoria;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91460;Miriti - Paraná;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91530;Puerto Alegria;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91536;Puerto Arica;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91540;Puerto Nariño;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91669;Puerto Santander;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
91798;Tarapacá;91;Amazonas;Amazonas;0;0;0;0;Ninguno;Ninguno;0
94001;Inírida;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94343;Barranco Mina;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94663;Mapiripan;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94883;San Felipe;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94884;Puerto Colombia;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94885;La Guadalupe;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94886;Cacahual;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94887;Pana Pana;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
94888;Morichal;94;Guainia;Guainia;0;0;0;0;Ninguno;Ninguno;0
95001;San José Del Guaviare;95;Guaviare;Guaviare;0;0;0;0;Ninguno;Ninguno;0
95015;Calamar;95;Guaviare;Guaviare;0;0;0;0;Ninguno;Ninguno;0
95025;El Retorno;95;Guaviare;Guaviare;0;0;0;0;Ninguno;Ninguno;0
95200;Miraflores;95;Guaviare;Guaviare;0;0;0;0;Ninguno;Ninguno;0
97001;Mitú;97;Vaupes;Vaupes;0;0;0;0;Ninguno;Ninguno;0
97161;Caruru;97;Vaupes;Vaupes;0;0;0;0;Ninguno;Ninguno;0
97511;Pacoa;97;Vaupes;Vaupes;0;0;0;0;Ninguno;Ninguno;0
97666;Taraira;97;Vaupes;Vaupes;0;0;0;0;Ninguno;Ninguno;0
97777;Papunahua;97;Vaupes;Vaupes;0;0;0;0;Ninguno;Ninguno;0
97889;Yavaraté;97;Vaupes;Vaupes;0;0;0;0;Ninguno;Ninguno;0
99001;Puerto Carreño;99;Vichada;Vichada;0;0;0;0;Ninguno;Ninguno;0
99524;La Primavera;99;Vichada;Vichada;0;0;0;0;Ninguno;Ninguno;0
99624;Santa Rosalía;99;Vichada;Vichada;0;0;0;0;Ninguno;Ninguno;0
99773;Cumaribo;99;Vichada;Vichada;0;0;0;0;Ninguno;Ninguno;0
