cod_muni;cod_depto;depto_origen;muni_origen;lat;lon
54680;54;NORTE DE SANTANDER;SANTIAGO;7.8644479;-72.7165562
54720;54;NORTE DE SANTANDER;SARDINATA;8.084097;-72.8000665
54743;54;NORTE DE SANTANDER;SILOS;7.2054262;-72.7562972
54800;54;NORTE DE SANTANDER;TEORAMA;8.758691;-73.1608877
54810;54;NORTE DE SANTANDER;TIBÚ;8.6371362;-72.7344612
54820;54;NORTE DE SANTANDER;TOLEDO;7.310534;-72.4837963
54871;54;NORTE DE SANTANDER;VILLA CARO;7.9138728;-72.9724555
54874;54;NORTE DE SANTANDER;VILLA DEL ROSARIO;7.8318933;-72.4717181
63001;63;QUINDÍO;ARMENIA;4.4919894;-75.7413961
63111;63;QUINDÍO;BUENAVISTA;4.3599158;-75.7386779
63130;63;QUINDÍO;CALARCÁ;4.5305855;-75.640632
63190;63;QUINDÍO;CIRCASIA;4.6075667;-75.6667067
63212;63;QUINDÍO;CÓRDOBA;4.3900715;-75.6858247
63272;63;QUINDÍO;FILANDIA;4.6750767;-75.6579957
63302;63;QUINDÍO;GÉNOVA;4.1929922;-75.7448118
63401;63;QUINDÍO;LA TEBAIDA;4.4512175;-75.7887314
63470;63;QUINDÍO;MONTENEGRO;4.5664176;-75.7507081
63548;63;QUINDÍO;PIJAO;4.3341444;-75.7038062
63594;63;QUINDÍO;QUIMBAYA;4.6231176;-75.7637346
63690;63;QUINDÍO;SALENTO;4.6373012;-75.569799
66001;66;RISARALDA;PEREIRA;4.7854606;-75.788322
66045;66;RISARALDA;APÍA;5.1065543;-75.9425022
66075;66;RISARALDA;BALBOA;4.9233884;-75.9361785
66088;66;RISARALDA;BELÉN DE UMBRÍA;5.2008906;-75.8689921
66170;66;RISARALDA;DOSQUEBRADAS;4.8339551;-75.6713013
66318;66;RISARALDA;GUÁTICA;5.3155623;-75.8008056
66383;66;RISARALDA;LA CELIA;5.00335;-76.0031995
66400;66;RISARALDA;LA VIRGINIA;4.8995993;-75.8825661
66440;66;RISARALDA;MARSELLA;4.9583904;-75.7541209
66456;66;RISARALDA;MISTRATÓ;5.4065243;-75.9636005
66572;66;RISARALDA;PUEBLO RICO;5.2215789;-76.0302156
66594;66;RISARALDA;QUINCHÍA;5.3261634;-75.7218684
66682;66;RISARALDA;SANTA ROSA DE CABAL;4.8650708;-75.6211554
66687;66;RISARALDA;SANTUARIO;5.0732065;-75.9624682
68001;68;SANTANDER;BUCARAMANGA;7.1669842;-73.1047294
68013;68;SANTANDER;AGUADA;6.162366;-73.5215686
68020;68;SANTANDER;ALBANIA;5.7587654;-73.9151617
68051;68;SANTANDER;ARATOCA;6.6945729;-73.0187027
68077;68;SANTANDER;BARBOSA;5.9326035;-73.6124368
68079;68;SANTANDER;BARICHARA;6.6357156;-73.2234417
68081;68;SANTANDER;BARRANCABERMEJA;7.0673313;-73.8525627
68092;68;SANTANDER;BETULIA;6.9006397;-73.2835591
68101;68;SANTANDER;BOLÍVAR;5.9899805;-73.770548
68121;68;SANTANDER;CABRERA;6.5933521;-73.2463975
68132;68;SANTANDER;CALIFORNIA;7.3480915;-72.9459294
68147;68;SANTANDER;CAPITANEJO;6.5291798;-72.6982619
68152;68;SANTANDER;CARCASÍ;6.6273516;-72.6260967
68160;68;SANTANDER;CEPITÁ;6.745901;-72.9294288
68162;68;SANTANDER;CERRITO;6.8435992;-72.6939627
68167;68;SANTANDER;CHARALÁ;6.2881742;-73.148289
68169;68;SANTANDER;CHARTA;7.2807986;-72.9682259
68176;68;SANTANDER;CHIMA;6.3443969;-73.3727428
68179;68;SANTANDER;CHIPATÁ;6.0624774;-73.6372532
68190;68;SANTANDER;CIMITARRA;6.3145415;-73.9496809
68207;68;SANTANDER;CONCEPCIÓN;6.7682934;-72.694484
68209;68;SANTANDER;CONFINES;6.3559746;-73.2409632
68211;68;SANTANDER;CONTRATACIÓN;6.290737;-73.4745564
68217;68;SANTANDER;COROMORO;6.240506;-72.9917307
68229;68;SANTANDER;CURITÍ;6.6067027;-73.069209
68235;68;SANTANDER;EL CARMEN DE CHUCURÍ;6.6986924;-73.5115695
68245;68;SANTANDER;EL GUACAMAYO;6.2452658;-73.4975606
68250;68;SANTANDER;EL PEÑÓN;6.0557588;-73.8149932
68255;68;SANTANDER;EL PLAYÓN;7.5230008;-73.1978659
68264;68;SANTANDER;ENCINO;6.137825;-73.0988367
68266;68;SANTANDER;ENCISO;6.6498446;-72.6817355
68271;68;SANTANDER;FLORIÁN;5.7871564;-73.9701788
68276;68;SANTANDER;FLORIDABLANCA;7.0625677;-73.0859086
68296;68;SANTANDER;GALÁN;6.6379098;-73.2874531
68298;68;SANTANDER;GÁMBITA;5.9162802;-73.3158972
68307;68;SANTANDER;GIRÓN;7.069069;-73.1700282
68318;68;SANTANDER;GUACA;6.8760761;-72.8557642
68320;68;SANTANDER;GUADALUPE;6.2468169;-73.4181815
68322;68;SANTANDER;GUAPOTÁ;6.3082977;-73.3212243
68324;68;SANTANDER;GUAVATÁ;5.9542651;-73.6997882
68327;68;SANTANDER;GÜEPSA;6.0357259;-73.5663239
68344;68;SANTANDER;HATO;6.5621066;-73.3647381
68368;68;SANTANDER;JESÚS MARÍA;5.8489792;-73.8310995
68370;68;SANTANDER;JORDÁN;6.7127071;-73.0924538
68377;68;SANTANDER;LA BELLEZA;5.8588396;-73.9658291
68385;68;SANTANDER;LANDÁZURI;6.2205334;-73.8113754
68397;68;SANTANDER;LA PAZ;6.1785935;-73.5895841
68406;68;SANTANDER;LEBRIJA;7.1138415;-73.2174056
68418;68;SANTANDER;LOS SANTOS;6.8178716;-73.096114
68425;68;SANTANDER;MACARAVITA;6.5061711;-72.5928958
68432;68;SANTANDER;MÁLAGA;6.699661;-72.7324563
68444;68;SANTANDER;MATANZA;7.3230808;-73.0155679
68464;68;SANTANDER;MOGOTES;6.5024406;-72.976792
68468;68;SANTANDER;MOLAGAVITA;6.6361117;-72.8214261
68498;68;SANTANDER;OCAMONTE;6.3407198;-73.1220259
68500;68;SANTANDER;OIBA;6.2314836;-73.2740311
68502;68;SANTANDER;ONZAGA;6.3438974;-72.816606
68522;68;SANTANDER;PALMAR;6.538635;-73.2916928
68524;68;SANTANDER;PALMAS DEL SOCORRO;6.4066247;-73.287918
68533;68;SANTANDER;PÁRAMO;6.416541;-73.1693988
68547;68;SANTANDER;PIEDECUESTA;6.9874808;-73.0504129
68549;68;SANTANDER;PINCHOTE;6.5322505;-73.1732298
68572;68;SANTANDER;PUENTE NACIONAL;5.8770962;-73.6791063
68573;68;SANTANDER;PUERTO PARRA;6.7012886;-73.9774782
68575;68;SANTANDER;PUERTO WILCHES;7.3480175;-73.8979783
68615;68;SANTANDER;RIONEGRO;7.4792888;-73.3827006
68655;68;SANTANDER;SABANA DE TORRES;7.3939416;-73.4998859
68669;68;SANTANDER;SAN ANDRÉS;6.8100668;-72.8506351
68673;68;SANTANDER;SAN BENITO;6.1032265;-73.5301387
68679;68;SANTANDER;SAN GIL;6.5552856;-73.1312353
68682;68;SANTANDER;SAN JOAQUÍN;6.4710188;-72.8451961
68684;68;SANTANDER;SAN JOSÉ DE MIRANDA;6.6252675;-72.7366986
68686;68;SANTANDER;SAN MIGUEL;6.5759286;-72.6455489
68689;68;SANTANDER;SAN VICENTE DE CHUCURÍ;6.9287793;-73.5207543
68705;68;SANTANDER;SANTA BÁRBARA;6.9632242;-72.9055645
68720;68;SANTANDER;SANTA HELENA DEL OPÓN;6.3387975;-73.616366
68745;68;SANTANDER;SIMACOTA;6.6824805;-73.7916925
68755;68;SANTANDER;SOCORRO;6.470518;-73.2623187
68770;68;SANTANDER;SUAITA;6.1257536;-73.3627147
68773;68;SANTANDER;SUCRE;6.015965;-74.01211
68780;68;SANTANDER;SURATÁ;7.3664929;-72.9847362
68820;68;SANTANDER;TONA;7.2020629;-72.9663733
68855;68;SANTANDER;VALLE DE SAN JOSÉ;6.4480153;-73.1443007
68861;68;SANTANDER;VÉLEZ;6.1354127;-73.8342096
68867;68;SANTANDER;VETAS;7.3092643;-72.8718075
68872;68;SANTANDER;VILLANUEVA;6.6712394;-73.1753984
68895;68;SANTANDER;ZAPATOCA;6.8166596;-73.2686529
70001;70;SUCRE;SINCELEJO;9.2973386;-75.3926601
70110;70;SUCRE;BUENAVISTA;9.3196186;-74.9745867
70124;70;SUCRE;CAIMITO;8.790591;-75.1163176
70204;70;SUCRE;COLOSÓ;9.4941082;-75.3530874
70215;70;SUCRE;COROZAL;9.3192389;-75.2947262
70221;70;SUCRE;COVEÑAS;9.4017581;-75.6787017
70230;70;SUCRE;CHALÁN;9.5423971;-75.3129471
70233;70;SUCRE;EL ROBLE;9.1037704;-75.1952621
70235;70;SUCRE;GALERAS;9.1209664;-74.9660275
70265;70;SUCRE;GUARANDA;8.392953;-74.8001175
70400;70;SUCRE;LA UNIÓN;8.851812;-75.2804647
70418;70;SUCRE;LOS PALMITOS;9.3805529;-75.2681334
70429;70;SUCRE;MAJAGUAL;8.5618708;-74.7294456
70473;70;SUCRE;MORROA;9.3344096;-75.305435
70508;70;SUCRE;OVEJAS;9.5538396;-75.1888309
70523;70;SUCRE;PALMITO;9.3318248;-75.5422877
70670;70;SUCRE;SAMPUÉS;9.1845583;-75.3802368
70678;70;SUCRE;SAN BENITO ABAD;8.9293556;-75.0269099
70702;70;SUCRE;SAN JUAN DE BETULIA;9.273499;-75.2431182
70708;70;SUCRE;SAN MARCOS;8.6618609;-75.1307644
70713;70;SUCRE;SAN ONOFRE;9.7386264;-75.5234228
70717;70;SUCRE;SAN PEDRO;9.3966301;-75.0335463
70742;70;SUCRE;SAN LUIS DE SINCÉ;9.2191217;-75.1292839
70771;70;SUCRE;SUCRE;8.8119729;-74.7209745
70820;70;SUCRE;SANTIAGO DE TOLÚ;9.5241138;-75.5841794
70823;70;SUCRE;TOLÚ VIEJO;;
73001;73;TOLIMA;IBAGUÉ;4.4386033;-75.2108857
73024;73;TOLIMA;ALPUJARRA;3.3910327;-74.9326005
73026;73;TOLIMA;ALVARADO;4.567169;-74.9538251
73030;73;TOLIMA;AMBALEMA;4.7835866;-74.7643927
73043;73;TOLIMA;ANZOÁTEGUI;4.6311631;-75.094827
73055;73;TOLIMA;ARMERO GUAYABAL;5.0301119;-74.8835029
73067;73;TOLIMA;ATACO;3.5912171;-75.3819459
73124;73;TOLIMA;CAJAMARCA;4.4419656;-75.4268205
73148;73;TOLIMA;CARMEN DE APICALÁ;4.1478321;-74.7224417
73152;73;TOLIMA;CASABIANCA;5.0046769;-75.1948929
73168;73;TOLIMA;CHAPARRAL;3.7245851;-75.485156
73200;73;TOLIMA;COELLO;4.2880723;-74.8981694
73217;73;TOLIMA;COYAIMA;3.7993906;-75.1945858
73226;73;TOLIMA;CUNDAY;3.9659435;-74.7267615
73236;73;TOLIMA;DOLORES;3.6275684;-74.8097851
73268;73;TOLIMA;ESPINAL;4.1503044;-74.8845895
73270;73;TOLIMA;FALAN;5.1240227;-74.9516185
73275;73;TOLIMA;FLANDES;4.2864999;-74.813697
73283;73;TOLIMA;FRESNO;5.1516594;-75.0366354
73319;73;TOLIMA;GUAMO;4.0303906;-74.9679007
73347;73;TOLIMA;HERVEO;5.049223;-75.2398685
73349;73;TOLIMA;HONDA;5.210419;-74.7361921
73352;73;TOLIMA;ICONONZO;4.1776149;-74.5330517
73408;73;TOLIMA;LÉRIDA;4.8609666;-74.9109405
73411;73;TOLIMA;LÍBANO;4.9229399;-75.0647738
73443;73;TOLIMA;SAN SEBASTIÁN DE MARIQUITA;5.1974195;-74.8939527
73449;73;TOLIMA;MELGAR;4.2039758;-74.6429479
73461;73;TOLIMA;MURILLO;4.8248173;-75.2349544
73483;73;TOLIMA;NATAGAIMA;3.6241727;-75.0930613
73504;73;TOLIMA;ORTEGA;3.9340209;-75.2212672
73520;73;TOLIMA;PALOCABILDO;5.1219918;-75.0222273
73547;73;TOLIMA;PIEDRAS;4.5429776;-74.8788788
73555;73;TOLIMA;PLANADAS;3.0980308;-75.856522
73563;73;TOLIMA;PRADO;3.7201711;-74.8620019
73585;73;TOLIMA;PURIFICACIÓN;3.8582108;-74.9308216
73616;73;TOLIMA;RIOBLANCO;3.5310723;-75.6452086
73622;73;TOLIMA;RONCESVALLES;4.0111317;-75.6051946
73624;73;TOLIMA;ROVIRA;4.1929158;-75.3690964
73671;73;TOLIMA;SALDAÑA;3.9292831;-75.0148462
73675;73;TOLIMA;SAN ANTONIO;3.971341;-75.5145161
73678;73;TOLIMA;SAN LUIS;4.1341381;-75.0946957
73686;73;TOLIMA;SANTA ISABEL;4.714425;-75.098832
73770;73;TOLIMA;SUÁREZ;4.0484889;-74.833034
73854;73;TOLIMA;VALLE DE SAN JUAN;4.2003577;-75.1180693
73861;73;TOLIMA;VENADILLO;4.7190884;-74.929669
73870;73;TOLIMA;VILLAHERMOSA;4.9765885;-75.1666117
73873;73;TOLIMA;VILLARRICA;3.9354843;-74.6002686
76001;76;VALLE DEL CAUCA;CALI;3.4108435;-76.5812127
76020;76;VALLE DEL CAUCA;ALCALÁ;4.6748944;-75.781669
76036;76;VALLE DEL CAUCA;ANDALUCÍA;4.1694199;-76.1670623
76041;76;VALLE DEL CAUCA;ANSERMANUEVO;4.7957054;-75.9937832
76054;76;VALLE DEL CAUCA;ARGELIA;4.7270067;-76.1213087
76100;76;VALLE DEL CAUCA;BOLÍVAR;4.3372359;-76.1847682
76109;76;VALLE DEL CAUCA;BUENAVENTURA;3.8881929;-77.0738324
76111;76;VALLE DEL CAUCA;GUADALAJARA DE BUGA;3.9000578;-76.302013
76113;76;VALLE DEL CAUCA;BUGALAGRANDE;4.2138883;-76.1571129
76122;76;VALLE DEL CAUCA;CAICEDONIA;4.3076028;-75.8397908
76126;76;VALLE DEL CAUCA;CALIMA;3.9318186;-76.4842408
76130;76;VALLE DEL CAUCA;CANDELARIA;3.4090481;-76.347379
76147;76;VALLE DEL CAUCA;CARTAGO;4.7106593;-75.9323875
76233;76;VALLE DEL CAUCA;DAGUA;3.658161;-76.6893973
76243;76;VALLE DEL CAUCA;EL ÁGUILA;4.9381541;-76.0602975
76246;76;VALLE DEL CAUCA;EL CAIRO;4.7621884;-76.2207611
76248;76;VALLE DEL CAUCA;EL CERRITO;3.6829185;-76.3071487
76250;76;VALLE DEL CAUCA;EL DOVIO;4.511899;-76.238102
76275;76;VALLE DEL CAUCA;FLORIDA;3.3004741;-76.1897061
76306;76;VALLE DEL CAUCA;GINEBRA;3.7237049;-76.2687988
76318;76;VALLE DEL CAUCA;GUACARÍ;3.7630235;-76.3344854
76364;76;VALLE DEL CAUCA;JAMUNDÍ;3.2618357;-76.5407975
76377;76;VALLE DEL CAUCA;LA CUMBRE;3.6505888;-76.569897
76400;76;VALLE DEL CAUCA;LA UNIÓN;4.5373411;-76.104472
76403;76;VALLE DEL CAUCA;LA VICTORIA;4.5232502;-76.0357835
76497;76;VALLE DEL CAUCA;OBANDO;4.5746578;-75.9721783
76520;76;VALLE DEL CAUCA;PALMIRA;3.5308373;-76.2988048
76563;76;VALLE DEL CAUCA;PRADERA;3.4196687;-76.2424378
76606;76;VALLE DEL CAUCA;RESTREPO;3.822009;-76.5222535
76616;76;VALLE DEL CAUCA;RIOFRÍO;4.1071481;-76.3839423
76622;76;VALLE DEL CAUCA;ROLDANILLO;4.4091166;-76.1543744
76670;76;VALLE DEL CAUCA;SAN PEDRO;3.9955682;-76.2280495
76736;76;VALLE DEL CAUCA;SEVILLA;4.2645071;-75.934396
76823;76;VALLE DEL CAUCA;TORO;4.608925;-76.0824045
76828;76;VALLE DEL CAUCA;TRUJILLO;4.2123039;-76.3188928
76834;76;VALLE DEL CAUCA;TULUÁ;4.0856667;-76.1972779
76845;76;VALLE DEL CAUCA;ULLOA;4.7081028;-75.7812539
76863;76;VALLE DEL CAUCA;VERSALLES;4.6166442;-76.2325677
76869;76;VALLE DEL CAUCA;VIJES;3.7003997;-76.4428876
76890;76;VALLE DEL CAUCA;YOTOCO;3.8976611;-76.387873
76892;76;VALLE DEL CAUCA;YUMBO;3.5834664;-76.4952223
76895;76;VALLE DEL CAUCA;ZARZAL;4.393943;-76.0706472
81001;81;ARAUCA;ARAUCA;7.0851994;-70.7577762
81065;81;ARAUCA;ARAUQUITA;6.7915761;-71.3001162
81220;81;ARAUCA;CRAVO NORTE;6.2991553;-70.20646
81300;81;ARAUCA;FORTUL;6.7928481;-71.7743907
81591;81;ARAUCA;PUERTO RONDÓN;6.2777051;-71.0999647
81736;81;ARAUCA;SARAVENA;6.9564869;-71.8754665
81794;81;ARAUCA;TAME;6.4615184;-71.7314377
85001;85;CASANARE;YOPAL;5.237236;-72.2399158
85010;85;CASANARE;AGUAZUL;5.1708408;-72.550846
85015;85;CASANARE;CHÁMEZA;5.213808;-72.8710429
85125;85;CASANARE;HATO COROZAL;6.0567773;-71.6149401
85136;85;CASANARE;LA SALINA;6.1284789;-72.3342292
85139;85;CASANARE;MANÍ;4.8182785;-72.2804274
85162;85;CASANARE;MONTERREY;4.8762611;-72.8968843
85225;85;CASANARE;NUNCHÍA;5.638081;-72.194668
85230;85;CASANARE;OROCUÉ;4.789484;-71.3406351
85250;85;CASANARE;PAZ DE ARIPORO;5.8815393;-71.892938
85263;85;CASANARE;PORE;5.727473;-71.9928398
85279;85;CASANARE;RECETOR;5.2833577;-72.7640617
85300;85;CASANARE;SABANALARGA;4.8564547;-73.0390642
85315;85;CASANARE;SÁCAMA;6.098907;-72.2487665
85325;85;CASANARE;SAN LUIS DE PALENQUE;5.422039;-71.7314386
85400;85;CASANARE;TÁMARA;5.8296003;-72.1639754
85410;85;CASANARE;TAURAMENA;5.013414;-72.7507084
85430;85;CASANARE;TRINIDAD;5.4068042;-71.6623713
85440;85;CASANARE;VILLANUEVA;4.6147753;-72.9252219
86001;86;PUTUMAYO;MOCOA;1.1466295;-76.6482327
86219;86;PUTUMAYO;COLÓN;1.1894909;-76.9725122
86320;86;PUTUMAYO;ORITO;0.6686314;-76.8749187
86568;86;PUTUMAYO;PUERTO ASÍS;0.4979751;-76.4951418
86569;86;PUTUMAYO;PUERTO CAICEDO;0.6841941;-76.6044095
86571;86;PUTUMAYO;PUERTO GUZMÁN;0.9648984;-76.407834
86573;86;PUTUMAYO;PUERTO LEGUÍZAMO;-0.1949861;-74.7806975
86749;86;PUTUMAYO;SIBUNDOY;1.2054134;-76.9160037
86755;86;PUTUMAYO;SAN FRANCISCO;1.1478382;-76.8694003
86757;86;PUTUMAYO;SAN MIGUEL;0.3113756;-76.9455879
86760;86;PUTUMAYO;SANTIAGO;1.146773;-77.0024767
86865;86;PUTUMAYO;VALLE DEL GUAMUEZ;0.4493223;-76.8784528
86885;86;PUTUMAYO;VILLAGARZÓN;1.0306708;-76.61691
88564;88;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y;PROVIDENCIA;13.3531166;-81.3749889
91001;91;AMAZONAS;LETICIA;-4.2129211;-69.9425963
91263;91;AMAZONAS;EL ENCANTO;-1.7444574;-73.2090566
91407;91;AMAZONAS;LA PEDRERA;-1.1950966;-70.0887773
91460;91;AMAZONAS;MIRITÍ - PARANÁ;-0.8880777;-70.9883084
94001;94;GUAINÍA;INÍRIDA;3.8650368;-67.9259848
94343;94;GUAINÍA;BARRANCO MINAS;3.4905446;-69.8094888
94884;94;GUAINÍA;PUERTO COLOMBIA;2.4954965;-68.2705106
95001;95;GUAVIARE;SAN JOSÉ DEL GUAVIARE;2.5716141;-72.6426515
95015;95;GUAVIARE;CALAMAR;1.5495999;-72.9711897
95025;95;GUAVIARE;EL RETORNO;2.3305016;-72.6264183
95200;95;GUAVIARE;MIRAFLORES;1.3266989;-72.0868068
97001;97;VAUPÉS;MITÚ;1.2587328;-70.2366439
97161;97;VAUPÉS;CARURÚ;1.0155254;-71.2961479
99001;99;VICHADA;PUERTO CARREÑO;6.1909225;-67.4841891
99524;99;VICHADA;LA PRIMAVERA;5.4904575;-70.4097672
99773;99;VICHADA;CUMARIBO;4.4471495;-69.7975845
004;Internacional;Internacional;AFGANISTÁN;33.9391;67.71
032;Internacional;Internacional;ARGENTINA;-38.4161;-63.6167
044;Internacional;Internacional;BAHAMAS;25.0343;-77.3963
056;Internacional;Internacional;BÉLGICA;50.5039;4.4699
068;Internacional;Internacional;BOLIVIA;-16.2902;-63.5887
076;Internacional;Internacional;BRASIL;-14.235;-51.9253
084;Internacional;Internacional;BELICE;17.1899;-88.4976
100;Internacional;Internacional;BULGARIA;42.7339;25.4858
124;Internacional;Internacional;CANADÁ;56.1304;-106.3468
152;Internacional;Internacional;CHILE;-35.6751;-71.543
156;Internacional;Internacional;CHINA;35.8617;104.1954
158;Internacional;Internacional;TAIWÁN;23.6978;120.9605
170;Internacional;Internacional;COLOMBIA;7.0360659;-73.068323
218;Internacional;Internacional;ECUADOR;-1.8312;-78.1834
250;Internacional;Internacional;FRANCIA;46.2276;2.2137
276;Internacional;Internacional;ALEMANIA;51.1657;10.4515
300;Internacional;Internacional;GRECIA;39.0742;21.8243
320;Internacional;Internacional;GUATEMALA;15.7835;-90.2308
340;Internacional;Internacional;HONDURAS;15.2;-86.2419
356;Internacional;Internacional;INDIA;20.5937;78.9629
372;Internacional;Internacional;IRLANDA;53.1424;-7.6921
380;Internacional;Internacional;ITALIA;41.8719;12.5674
484;Internacional;Internacional;MÉXICO;23.6345;-102.5528
528;Internacional;Internacional;PAÍSES BAJOS;52.1326;5.2913
554;Internacional;Internacional;NUEVA ZELANDA;-40.9006;174.886
558;Internacional;Internacional;NICARAGUA;12.8654;-85.2072
578;Internacional;Internacional;NORUEGA;60.472;8.4689
586;Internacional;Internacional;PAKISTÁN;30.3753;69.3451
591;Internacional;Internacional;PANAMÁ;8.538;-80.7821
600;Internacional;Internacional;PARAGUAY;-23.4425;-58.4438
604;Internacional;Internacional;PERÚ;-9.19;-75.0152
616;Internacional;Internacional;POLONIA;51.9194;19.1451
620;Internacional;Internacional;PORTUGAL;39.3999;-8.2245
630;Internacional;Internacional;PUERTO RICO;18.2208;-66.5901
704;Internacional;Internacional;VIETNAM;14.0583;108.2772
724;Internacional;Internacional;ESPAÑA;40.4637;-3.7492
752;Internacional;Internacional;SUECIA;60.1282;18.6435
792;Internacional;Internacional;TURQUIA;38.9637;35.2433
800;Internacional;Internacional;UGANDA;1.3733;32.2903
826;Internacional;Internacional;GRAN BRETAÑA;55.3781;-3.436
840;Internacional;Internacional;ESTADOS UNIDOS DE AMÉRICA;37.0902;-95.7129
858;Internacional;Internacional;URUGUAY;-32.5228;-55.7658
860;Internacional;Internacional;UZBEKISTÁN;41.3775;64.5853
862;Internacional;Internacional;VENEZUELA;6.4238;-66.5897
999;Internacional;Internacional;ESCOCIA;56.4907;-4.2026
